Order Date,Product Category,Sales per Unit,Quantity,Total Sales
2023-12-07,Electronics,305,2,610
2023-12-07,Other,9,1,9
2023-12-07,Clothing,97,1,97
2023-12-07,Clothing,130,4,520
2023-12-07,Ornaments,10,1,10
2023-12-07,Clothing,60,3,180
2023-12-07,Clothing,65,2,130
2023-12-08,Clothing,100,1,100
2023-12-08,Other,9,1,9
2023-12-08,Ornaments,25,1,25
2023-12-08,Other,15,2,30
2023-12-08,Clothing,65,1,65
2023-12-08,Ornaments,20,1,20
2023-12-08,Electronics,30,5,150
2023-12-08,Clothing,113,2,226
2023-12-08,Clothing,65,3,195
2023-12-08,Ornaments,37,2,74
2023-12-08,Clothing,70,1,70
2023-12-08,Clothing,130,5,650
2023-12-08,Ornaments,32,2,64
2023-12-08,Other,54,1,54
2023-12-08,Clothing,170,1,170
2023-12-08,Other,4,2,8
2023-12-08,Clothing,60,2,120
2023-12-08,Clothing,85,1,85
2023-12-08,Clothing,95,1,95
2023-12-08,Clothing,110,2,220
2023-12-08,Ornaments,20,1,20
2023-12-08,Clothing,110,5,550
2023-12-08,Clothing,65,1,65
2023-12-08,Clothing,70,1,70
2023-12-08,Ornaments,120,3,360
2023-12-08,Ornaments,45,3,135
2023-12-08,Clothing,105,2,210
2023-12-08,Clothing,65,3,195
2023-12-08,Beauty,500,4,2000
2023-12-08,Other,14,3,42
2023-12-08,Clothing,500,2,1000
2023-12-08,Clothing,70,1,70
2023-12-08,Clothing,130,1,130
2023-12-08,Other,4,1,4
2023-12-08,Clothing,110,4,440
2023-12-08,Clothing,118,1,118
2023-12-08,Clothing,118,1,118
2023-12-08,Clothing,70,1,70
2023-12-08,Electronics,300,3,900
2023-12-08,Clothing,100,5,500
2023-12-08,Clothing,65,1,65
2023-12-08,Other,44,3,132
2023-12-08,Clothing,300,4,1200
2023-12-08,Ornaments,20,1,20
2023-12-08,Ornaments,10,2,20
2023-12-08,Ornaments,120,5,600
2023-12-08,Clothing,100,2,200
2023-12-08,Ornaments,37,1,37
2023-12-08,Clothing,118,4,472
2023-12-08,Clothing,100,1,100
2023-12-08,Electronics,50,4,200
2023-12-08,Clothing,65,1,65
2023-12-08,Clothing,70,3,210
2023-12-08,Clothing,100,4,400
2023-12-08,Clothing,125,1,125
2023-12-08,Clothing,25,2,50
2023-12-08,Clothing,60,3,180
2023-12-08,Ornaments,20,5,100
2023-12-08,Beauty,20,3,60
2023-12-08,Electronics,30,5,150
2023-12-08,Ornaments,40,1,40
2023-12-08,Clothing,97,1,97
2023-12-08,Clothing,65,1,65
2023-12-08,Ornaments,105,1,105
2023-12-08,Clothing,65,5,325
2023-12-08,Ornaments,55,1,55
2023-12-08,Ornaments,20,2,40
2023-12-08,Clothing,100,1,100
2023-12-08,Beauty,35,2,70
2023-12-08,Ornaments,32,2,64
2023-12-08,Clothing,65,1,65
2023-12-08,Clothing,100,3,300
2023-12-08,Ornaments,27,1,27
2023-12-08,Clothing,60,2,120
2023-12-08,Clothing,65,1,65
2023-12-08,Clothing,115,1,115
2023-12-08,Clothing,300,4,1200
2023-12-08,Clothing,65,2,130
2023-12-08,Clothing,300,2,600
2023-12-08,Clothing,110,1,110
2023-12-08,Clothing,105,1,105
2023-12-08,Ornaments,20,2,40
2023-12-08,Clothing,65,4,260
2023-12-08,Clothing,85,3,255
2023-12-08,Clothing,300,1,300
2023-12-08,Ornaments,50,1,50
2023-12-08,Ornaments,55,3,165
2023-12-08,Other,29,1,29
2023-12-08,Clothing,60,2,120
2023-12-08,Clothing,95,1,95
2023-12-08,Clothing,60,1,60
2023-12-08,Ornaments,32,1,32
2023-12-08,Other,9,3,27
2023-12-08,Clothing,65,4,260
2023-12-08,Other,9,1,9
2023-12-08,Clothing,65,1,65
2023-12-09,Clothing,142,2,284
2023-12-09,Clothing,70,3,210
2023-12-09,Clothing,30,2,60
2023-12-09,Electronics,25,1,25
2023-12-09,Electronics,500,1,500
2023-12-09,Electronics,300,4,1200
2023-12-09,Other,5,1,5
2023-12-09,Electronics,25,3,75
2023-12-09,Beauty,20,2,40
2023-12-09,Clothing,125,1,125
2023-12-09,Clothing,60,2,120
2023-12-09,Clothing,97,1,97
2023-12-09,Clothing,50,2,100
2023-12-09,Electronics,500,4,2000
2023-12-09,Other,18,1,18
2023-12-09,Ornaments,52,6,312
2023-12-09,Other,14,1,14
2023-12-09,Other,10,1,10
2023-12-09,Clothing,113,1,113
2023-12-09,Other,45,2,90
2023-12-09,Clothing,97,2,194
2023-12-09,Clothing,130,1,130
2023-12-09,Other,64,1,64
2023-12-09,Clothing,60,1,60
2023-12-09,Clothing,60,4,240
2023-12-09,Clothing,102,1,102
2023-12-09,Clothing,20,2,40
2023-12-09,Ornaments,60,2,120
2023-12-09,Clothing,35,2,70
2023-12-09,Clothing,155,1,155
2023-12-09,Clothing,97,2,194
2023-12-09,Ornaments,20,3,60
2023-12-09,Clothing,70,2,140
2023-12-09,Clothing,135,4,540
2023-12-09,Clothing,105,4,420
2023-12-09,Ornaments,37,4,148
2023-12-09,Electronics,35,2,70
2023-12-09,Clothing,20,2,40
2023-12-09,Clothing,102,2,204
2023-12-09,Ornaments,85,3,255
2023-12-09,Clothing,118,1,118
2023-12-09,Beauty,45,1,45
2023-12-09,Clothing,65,2,130
2023-12-09,Clothing,60,1,60
2023-12-09,Other,10,1,10
2023-12-09,Clothing,140,1,140
2023-12-09,Other,79,1,79
2023-12-09,Clothing,113,1,113
2023-12-09,Other,50,1,50
2023-12-09,Ornaments,20,1,20
2023-12-09,Beauty,50,2,100
2023-12-09,Ornaments,32,4,128
2023-12-09,Ornaments,45,2,90
2023-12-09,Clothing,202,1,202
2023-12-09,Other,9,1,9
2023-12-09,Ornaments,15,1,15
2023-12-09,Clothing,90,2,180
2023-12-09,Clothing,97,1,97
2023-12-09,Ornaments,15,2,30
2023-12-09,Ornaments,90,3,270
2023-12-09,Clothing,60,3,180
2023-12-09,Clothing,147,1,147
2023-12-09,Clothing,95,2,190
2023-12-09,Ornaments,25,4,100
2023-12-09,Clothing,135,1,135
2023-12-09,Clothing,70,5,350
2023-12-09,Clothing,130,1,130
2023-12-09,Clothing,155,2,310
2023-12-09,Clothing,105,3,315
2023-12-09,Clothing,500,3,1500
2023-12-09,Other,14,1,14
2023-12-09,Electronics,495,4,1980
2023-12-09,Clothing,65,3,195
2023-12-09,Ornaments,90,2,180
2023-12-09,Ornaments,20,2,40
2023-12-09,Other,34,3,102
2023-12-09,Clothing,137,4,548
2023-12-09,Ornaments,20,3,60
2023-12-10,Ornaments,20,1,20
2023-12-10,Clothing,70,3,210
2023-12-10,Ornaments,15,3,45
2023-12-10,Other,10,1,10
2023-12-10,Clothing,65,1,65
2023-12-10,Clothing,117,2,234
2023-12-10,Beauty,55,2,110
2023-12-10,Clothing,60,4,240
2023-12-10,Clothing,97,1,97
2023-12-10,Clothing,132,3,396
2023-12-10,Clothing,135,1,135
2023-12-10,Ornaments,40,4,160
2023-12-10,Ornaments,15,1,15
2023-12-10,Clothing,105,1,105
2023-12-10,Clothing,130,4,520
2023-12-10,Other,50,1,50
2023-12-10,Clothing,92,5,460
2023-12-10,Beauty,25,1,25
2023-12-10,Clothing,97,1,97
2023-12-10,Clothing,97,3,291
2023-12-10,Ornaments,45,3,135
2023-12-10,Ornaments,70,2,140
2023-12-10,Ornaments,15,1,15
2023-12-10,Ornaments,80,1,80
2023-12-10,Ornaments,20,3,60
2023-12-10,Ornaments,37,3,111
2023-12-10,Other,84,2,168
2023-12-10,Beauty,30,2,60
2023-12-10,Ornaments,50,5,250
2023-12-10,Ornaments,25,6,150
2023-12-10,Clothing,30,2,60
2023-12-10,Clothing,140,1,140
2023-12-10,Other,50,1,50
2023-12-10,Ornaments,20,2,40
2023-12-10,Ornaments,10,1,10
2023-12-10,Ornaments,50,2,100
2023-12-10,Other,9,1,9
2023-12-10,Clothing,60,1,60
2023-12-10,Clothing,110,1,110
2023-12-10,Clothing,65,1,65
2023-12-10,Ornaments,40,1,40
2023-12-10,Clothing,118,2,236
2023-12-10,Other,5,1,5
2023-12-10,Ornaments,32,2,64
2023-12-10,Ornaments,20,3,60
2023-12-10,Other,9,2,18
2023-12-10,Clothing,70,1,70
2023-12-10,Ornaments,10,1,10
2023-12-10,Ornaments,95,3,285
2023-12-10,Clothing,145,1,145
2023-12-10,Clothing,105,1,105
2023-12-10,Ornaments,20,3,60
2023-12-10,Clothing,137,3,411
2023-12-10,Clothing,123,1,123
2023-12-10,Electronics,300,4,1200
2023-12-10,Other,9,1,9
2023-12-10,Electronics,495,3,1485
2023-12-10,Ornaments,37,1,37
2023-12-10,Ornaments,50,1,50
2023-12-10,Other,54,2,108
2023-12-10,Ornaments,10,1,10
2023-12-10,Electronics,20,3,60
2023-12-10,Ornaments,20,3,60
2023-12-10,Other,4,1,4
2023-12-10,Other,9,1,9
2023-12-10,Ornaments,90,1,90
2023-12-10,Ornaments,20,1,20
2023-12-10,Clothing,60,4,240
2023-12-10,Ornaments,45,1,45
2023-12-10,Ornaments,15,2,30
2023-12-10,Ornaments,85,2,170
2023-12-10,Ornaments,10,2,20
2023-12-10,Ornaments,95,2,190
2023-12-10,Other,49,4,196
2023-12-10,Ornaments,55,1,55
2023-12-10,Ornaments,115,4,460
2023-12-10,Ornaments,20,1,20
2023-12-10,Clothing,102,1,102
2023-12-10,Clothing,65,1,65
2023-12-10,Clothing,97,2,194
2023-12-10,Clothing,500,4,2000
2023-12-10,Ornaments,15,4,60
2023-12-10,Clothing,100,1,100
2023-12-10,Clothing,65,3,195
2023-12-10,Other,10,1,10
2023-12-10,Ornaments,100,3,300
2023-12-10,Clothing,50,2,100
2023-12-10,Clothing,100,4,400
2023-12-10,Beauty,30,1,30
2023-12-10,Other,15,1,15
2023-12-10,Clothing,123,3,369
2023-12-10,Clothing,92,1,92
2023-12-10,Clothing,100,1,100
2023-12-10,Ornaments,20,1,20
2023-12-10,Electronics,30,3,90
2023-12-10,Clothing,65,2,130
2023-12-10,Clothing,105,4,420
2023-12-10,Ornaments,37,1,37
2023-12-10,Other,9,1,9
2023-12-10,Clothing,60,2,120
2023-12-10,Clothing,135,3,405
2023-12-10,Ornaments,15,1,15
2023-12-10,Clothing,115,1,115
2023-12-10,Electronics,300,1,300
2023-12-10,Ornaments,50,2,100
2023-12-11,Clothing,105,1,105
2023-12-11,Clothing,60,1,60
2023-12-11,Other,23,1,23
2023-12-11,Other,15,3,45
2023-12-11,Clothing,113,3,339
2023-12-11,Other,9,2,18
2023-12-11,Ornaments,50,1,50
2023-12-11,Ornaments,15,4,60
2023-12-11,Clothing,65,2,130
2023-12-11,Clothing,60,2,120
2023-12-11,Clothing,118,1,118
2023-12-11,Ornaments,55,1,55
2023-12-11,Other,9,1,9
2023-12-11,Clothing,137,2,274
2023-12-11,Clothing,132,1,132
2023-12-11,Ornaments,15,1,15
2023-12-11,Clothing,200,1,200
2023-12-11,Ornaments,20,1,20
2023-12-11,Ornaments,85,4,340
2023-12-11,Clothing,300,3,900
2023-12-11,Clothing,65,2,130
2023-12-11,Clothing,100,4,400
2023-12-11,Clothing,70,1,70
2023-12-11,Ornaments,15,2,30
2023-12-11,Clothing,65,3,195
2023-12-11,Ornaments,20,1,20
2023-12-11,Ornaments,20,1,20
2023-12-11,Clothing,300,2,600
2023-12-11,Beauty,50,2,100
2023-12-11,Clothing,70,2,140
2023-12-11,Electronics,30,5,150
2023-12-11,Clothing,100,1,100
2023-12-11,Clothing,130,1,130
2023-12-11,Clothing,143,2,286
2023-12-11,Other,35,1,35
2023-12-11,Ornaments,50,2,100
2023-12-11,Ornaments,95,2,190
2023-12-11,Ornaments,15,2,30
2023-12-11,Other,4,1,4
2023-12-11,Other,79,2,158
2023-12-11,Ornaments,15,2,30
2023-12-11,Clothing,135,1,135
2023-12-11,Clothing,115,2,230
2023-12-11,Clothing,100,2,200
2023-12-11,Other,84,1,84
2023-12-11,Clothing,65,1,65
2023-12-11,Ornaments,32,5,160
2023-12-11,Ornaments,25,1,25
2023-12-11,Other,10,1,10
2023-12-11,Clothing,97,2,194
2023-12-11,Clothing,60,1,60
2023-12-11,Other,49,1,49
2023-12-11,Clothing,165,2,330
2023-12-11,Clothing,135,1,135
2023-12-11,Ornaments,50,1,50
2023-12-11,Other,9,1,9
2023-12-11,Ornaments,115,1,115
2023-12-11,Ornaments,67,1,67
2023-12-11,Clothing,165,2,330
2023-12-11,Clothing,65,3,195
2023-12-11,Ornaments,60,2,120
2023-12-11,Clothing,92,2,184
2023-12-11,Ornaments,15,2,30
2023-12-11,Other,15,1,15
2023-12-11,Clothing,65,1,65
2023-12-11,Other,28,2,56
2023-12-11,Clothing,25,4,100
2023-12-11,Beauty,55,2,110
2023-12-11,Clothing,100,1,100
2023-12-11,Clothing,65,2,130
2023-12-11,Clothing,132,2,264
2023-12-11,Clothing,132,1,132
2023-12-11,Ornaments,10,1,10
2023-12-11,Clothing,65,1,65
2023-12-11,Clothing,70,1,70
2023-12-11,Clothing,100,3,300
2023-12-11,Clothing,70,1,70
2023-12-11,Clothing,97,1,97
2023-12-11,Ornaments,55,2,110
2023-12-11,Ornaments,32,2,64
2023-12-11,Clothing,100,2,200
2023-12-11,Ornaments,55,3,165
2023-12-11,Clothing,150,1,150
2023-12-11,Electronics,50,1,50
2023-12-11,Ornaments,55,3,165
2023-12-11,Ornaments,90,1,90
2023-12-11,Clothing,158,1,158
2023-12-11,Electronics,500,2,1000
2023-12-11,Ornaments,10,2,20
2023-12-11,Ornaments,20,1,20
2023-12-11,Clothing,65,1,65
2023-12-11,Ornaments,20,4,80
2023-12-11,Ornaments,50,1,50
2023-12-11,Beauty,20,5,100
2023-12-11,Ornaments,32,1,32
2023-12-11,Clothing,105,1,105
2023-12-12,Clothing,152,3,456
2023-12-12,Clothing,295,3,885
2023-12-12,Beauty,50,3,150
2023-12-12,Ornaments,150,2,300
2023-12-12,Ornaments,20,3,60
2023-12-12,Other,44,6,264
2023-12-12,Clothing,122,3,366
2023-12-12,Other,4,1,4
2023-12-12,Ornaments,70,2,140
2023-12-12,Ornaments,45,3,135
2023-12-12,Clothing,65,1,65
2023-12-12,Ornaments,85,3,255
2023-12-12,Clothing,500,1,500
2023-12-12,Ornaments,25,2,50
2023-12-12,Other,9,1,9
2023-12-12,Other,10,1,10
2023-12-12,Other,9,1,9
2023-12-12,Clothing,105,1,105
2023-12-12,Clothing,60,3,180
2023-12-12,Ornaments,15,1,15
2023-12-12,Beauty,30,4,120
2023-12-12,Clothing,65,1,65
2023-12-12,Other,34,1,34
2023-12-12,Clothing,90,1,90
2023-12-12,Clothing,100,2,200
2023-12-12,Clothing,25,1,25
2023-12-12,Clothing,138,1,138
2023-12-12,Ornaments,52,6,312
2023-12-12,Clothing,102,4,408
2023-12-12,Other,18,1,18
2023-12-12,Other,10,1,10
2023-12-12,Ornaments,50,1,50
2023-12-12,Ornaments,15,2,30
2023-12-12,Electronics,50,1,50
2023-12-12,Other,15,2,30
2023-12-12,Clothing,65,2,130
2023-12-12,Clothing,135,1,135
2023-12-12,Clothing,142,1,142
2023-12-12,Ornaments,15,1,15
2023-12-12,Ornaments,10,3,30
2023-12-12,Beauty,495,3,1485
2023-12-12,Ornaments,95,2,190
2023-12-12,Clothing,60,1,60
2023-12-12,Ornaments,32,2,64
2023-12-12,Other,79,2,158
2023-12-12,Other,9,1,9
2023-12-12,Clothing,65,2,130
2023-12-12,Clothing,65,4,260
2023-12-12,Other,10,4,40
2023-12-12,Other,9,1,9
2023-12-12,Clothing,97,1,97
2023-12-12,Clothing,105,2,210
2023-12-12,Clothing,65,3,195
2023-12-12,Clothing,97,2,194
2023-12-12,Electronics,25,3,75
2023-12-12,Clothing,65,1,65
2023-12-12,Clothing,70,3,210
2023-12-12,Ornaments,20,4,80
2023-12-12,Clothing,65,1,65
2023-12-12,Clothing,102,5,510
2023-12-12,Ornaments,50,2,100
2023-12-12,Ornaments,57,3,171
2023-12-12,Ornaments,40,4,160
2023-12-12,Clothing,140,4,560
2023-12-12,Clothing,95,2,190
2023-12-12,Clothing,60,1,60
2023-12-12,Clothing,60,2,120
2023-12-12,Clothing,95,2,190
2023-12-12,Clothing,100,2,200
2023-12-12,Other,54,4,216
2023-12-12,Clothing,92,1,92
2023-12-12,Ornaments,25,1,25
2023-12-12,Clothing,95,2,190
2023-12-12,Clothing,118,4,472
2023-12-12,Other,9,1,9
2023-12-12,Clothing,122,1,122
2023-12-12,Clothing,105,2,210
2023-12-12,Ornaments,15,1,15
2023-12-12,Ornaments,50,2,100
2023-12-12,Clothing,97,2,194
2023-12-12,Clothing,145,2,290
2023-12-12,Clothing,65,2,130
2023-12-12,Ornaments,90,1,90
2023-12-12,Clothing,137,2,274
2023-12-12,Other,79,5,395
2023-12-12,Other,9,3,27
2023-12-12,Ornaments,50,1,50
2023-12-12,Clothing,130,2,260
2023-12-12,Other,49,1,49
2023-12-12,Ornaments,25,2,50
2023-12-12,Clothing,165,3,495
2023-12-12,Ornaments,20,3,60
2023-12-12,Clothing,97,1,97
2023-12-12,Other,84,1,84
2023-12-12,Other,75,1,75
2023-12-12,Other,9,1,9
2023-12-12,Clothing,100,1,100
2023-12-12,Ornaments,15,1,15
2023-12-12,Other,10,1,10
2023-12-12,Clothing,110,1,110
2023-12-13,Clothing,65,1,65
2023-12-13,Electronics,500,1,500
2023-12-13,Clothing,65,1,65
2023-12-13,Ornaments,32,3,96
2023-12-13,Electronics,25,2,50
2023-12-13,Other,9,1,9
2023-12-13,Other,54,2,108
2023-12-13,Other,10,1,10
2023-12-13,Clothing,92,1,92
2023-12-13,Ornaments,85,1,85
2023-12-13,Other,23,2,46
2023-12-13,Clothing,95,1,95
2023-12-13,Ornaments,10,1,10
2023-12-13,Clothing,130,5,650
2023-12-13,Electronics,25,3,75
2023-12-13,Ornaments,37,2,74
2023-12-13,Ornaments,10,3,30
2023-12-13,Clothing,105,1,105
2023-12-13,Clothing,60,3,180
2023-12-13,Clothing,137,3,411
2023-12-13,Clothing,50,3,150
2023-12-13,Clothing,50,1,50
2023-12-13,Electronics,500,1,500
2023-12-13,Clothing,140,5,700
2023-12-13,Other,9,1,9
2023-12-13,Electronics,300,3,900
2023-12-13,Clothing,142,1,142
2023-12-13,Clothing,65,4,260
2023-12-13,Clothing,100,1,100
2023-12-13,Ornaments,45,1,45
2023-12-13,Other,10,4,40
2023-12-13,Clothing,500,3,1500
2023-12-13,Clothing,70,2,140
2023-12-13,Beauty,30,2,60
2023-12-13,Clothing,65,2,130
2023-12-13,Ornaments,20,1,20
2023-12-13,Other,15,2,30
2023-12-13,Clothing,60,1,60
2023-12-13,Other,18,2,36
2023-12-13,Other,9,1,9
2023-12-13,Other,14,1,14
2023-12-13,Clothing,118,1,118
2023-12-13,Clothing,125,1,125
2023-12-13,Clothing,60,2,120
2023-12-13,Electronics,305,1,305
2023-12-13,Other,49,2,98
2023-12-13,Clothing,118,2,236
2023-12-13,Ornaments,15,1,15
2023-12-13,Ornaments,10,1,10
2023-12-13,Clothing,125,1,125
2023-12-13,Clothing,505,4,2020
2023-12-13,Beauty,25,1,25
2023-12-13,Clothing,100,1,100
2023-12-13,Ornaments,50,1,50
2023-12-13,Ornaments,95,2,190
2023-12-13,Ornaments,25,1,25
2023-12-13,Beauty,495,2,990
2023-12-13,Other,54,4,216
2023-12-13,Clothing,130,4,520
2023-12-13,Clothing,65,1,65
2023-12-13,Clothing,97,1,97
2023-12-13,Clothing,300,4,1200
2023-12-13,Other,35,3,105
2023-12-13,Clothing,65,1,65
2023-12-13,Beauty,55,2,110
2023-12-13,Ornaments,45,3,135
2023-12-13,Clothing,123,2,246
2023-12-13,Clothing,120,2,240
2023-12-13,Clothing,135,4,540
2023-12-13,Clothing,20,5,100
2023-12-13,Ornaments,10,2,20
2023-12-13,Clothing,305,2,610
2023-12-13,Ornaments,145,1,145
2023-12-13,Clothing,70,1,70
2023-12-13,Electronics,300,2,600
2023-12-13,Other,5,2,10
2023-12-13,Other,50,1,50
2023-12-13,Other,15,1,15
2023-12-13,Ornaments,15,1,15
2023-12-13,Other,15,1,15
2023-12-13,Other,14,1,14
2023-12-13,Ornaments,80,2,160
2023-12-13,Clothing,113,1,113
2023-12-13,Beauty,25,1,25
2023-12-13,Other,14,2,28
2023-12-13,Electronics,25,5,125
2023-12-13,Clothing,97,1,97
2023-12-13,Other,50,1,50
2023-12-13,Ornaments,45,4,180
2023-12-13,Ornaments,10,2,20
2023-12-13,Ornaments,25,1,25
2023-12-13,Ornaments,90,3,270
2023-12-13,Ornaments,15,1,15
2023-12-13,Ornaments,55,2,110
2023-12-14,Electronics,45,3,135
2023-12-14,Ornaments,15,5,75
2023-12-14,Ornaments,55,1,55
2023-12-14,Electronics,305,2,610
2023-12-14,Clothing,105,1,105
2023-12-14,Clothing,142,1,142
2023-12-14,Clothing,92,6,552
2023-12-14,Clothing,60,1,60
2023-12-14,Ornaments,70,3,210
2023-12-14,Clothing,95,1,95
2023-12-14,Ornaments,120,3,360
2023-12-14,Electronics,495,3,1485
2023-12-14,Ornaments,77,2,154
2023-12-14,Clothing,102,1,102
2023-12-14,Clothing,70,1,70
2023-12-14,Clothing,300,2,600
2023-12-14,Clothing,60,2,120
2023-12-14,Ornaments,25,4,100
2023-12-14,Clothing,123,1,123
2023-12-14,Ornaments,95,3,285
2023-12-14,Beauty,25,3,75
2023-12-14,Clothing,65,3,195
2023-12-14,Other,9,1,9
2023-12-14,Clothing,110,2,220
2023-12-14,Beauty,45,3,135
2023-12-14,Clothing,95,1,95
2023-12-14,Other,14,2,28
2023-12-14,Ornaments,15,1,15
2023-12-14,Other,14,3,42
2023-12-14,Clothing,65,2,130
2023-12-14,Ornaments,32,2,64
2023-12-14,Clothing,95,1,95
2023-12-14,Other,9,1,9
2023-12-14,Ornaments,90,1,90
2023-12-14,Ornaments,37,3,111
2023-12-14,Ornaments,90,3,270
2023-12-14,Clothing,120,2,240
2023-12-14,Clothing,305,3,915
2023-12-14,Clothing,60,1,60
2023-12-14,Clothing,92,1,92
2023-12-14,Other,9,2,18
2023-12-14,Clothing,110,3,330
2023-12-14,Clothing,100,2,200
2023-12-14,Clothing,70,2,140
2023-12-14,Clothing,140,1,140
2023-12-14,Clothing,65,1,65
2023-12-14,Clothing,60,1,60
2023-12-14,Other,9,2,18
2023-12-14,Clothing,95,1,95
2023-12-14,Clothing,92,2,184
2023-12-14,Clothing,142,2,284
2023-12-14,Beauty,495,3,1485
2023-12-14,Clothing,100,1,100
2023-12-14,Other,14,2,28
2023-12-14,Ornaments,115,5,575
2023-12-14,Clothing,95,2,190
2023-12-14,Ornaments,55,1,55
2023-12-14,Ornaments,20,2,40
2023-12-14,Clothing,70,2,140
2023-12-14,Clothing,102,1,102
2023-12-14,Ornaments,40,2,80
2023-12-14,Other,10,5,50
2023-12-14,Ornaments,45,1,45
2023-12-14,Electronics,25,1,25
2023-12-14,Ornaments,20,1,20
2023-12-14,Clothing,158,3,474
2023-12-14,Clothing,97,1,97
2023-12-14,Clothing,118,1,118
2023-12-14,Clothing,200,1,200
2023-12-14,Ornaments,45,4,180
2023-12-14,Clothing,70,1,70
2023-12-14,Beauty,30,2,60
2023-12-14,Ornaments,15,1,15
2023-12-14,Other,75,3,225
2023-12-14,Ornaments,40,2,80
2023-12-14,Clothing,95,1,95
2023-12-14,Clothing,500,3,1500
2023-12-14,Clothing,105,2,210
2023-12-14,Ornaments,10,2,20
2023-12-14,Clothing,495,3,1485
2023-12-14,Clothing,97,1,97
2023-12-14,Clothing,135,1,135
2023-12-14,Clothing,70,2,140
2023-12-15,Ornaments,15,2,30
2023-12-15,Ornaments,20,3,60
2023-12-15,Other,40,1,40
2023-12-15,Clothing,165,5,825
2023-12-15,Ornaments,50,1,50
2023-12-15,Clothing,120,1,120
2023-12-15,Ornaments,45,5,225
2023-12-15,Ornaments,90,1,90
2023-12-15,Ornaments,55,1,55
2023-12-15,Clothing,130,1,130
2023-12-15,Clothing,130,2,260
2023-12-15,Ornaments,107,2,214
2023-12-15,Ornaments,15,2,30
2023-12-15,Clothing,135,2,270
2023-12-15,Clothing,140,6,840
2023-12-15,Electronics,50,3,150
2023-12-15,Clothing,25,4,100
2023-12-15,Clothing,97,1,97
2023-12-15,Electronics,300,4,1200
2023-12-15,Ornaments,40,1,40
2023-12-15,Ornaments,45,1,45
2023-12-15,Clothing,70,1,70
2023-12-15,Other,15,5,75
2023-12-15,Clothing,97,2,194
2023-12-15,Other,9,1,9
2023-12-15,Clothing,125,1,125
2023-12-15,Ornaments,15,2,30
2023-12-15,Clothing,140,6,840
2023-12-15,Clothing,105,1,105
2023-12-15,Ornaments,20,1,20
2023-12-15,Ornaments,25,1,25
2023-12-15,Clothing,90,2,180
2023-12-15,Ornaments,95,1,95
2023-12-15,Other,49,3,147
2023-12-15,Clothing,118,1,118
2023-12-15,Clothing,197,1,197
2023-12-15,Ornaments,20,1,20
2023-12-15,Clothing,140,3,420
2023-12-15,Beauty,20,1,20
2023-12-15,Clothing,90,2,180
2023-12-15,Ornaments,15,2,30
2023-12-15,Ornaments,15,1,15
2023-12-15,Ornaments,60,1,60
2023-12-15,Other,14,2,28
2023-12-15,Clothing,158,2,316
2023-12-15,Other,29,1,29
2023-12-15,Clothing,120,1,120
2023-12-15,Electronics,295,3,885
2023-12-15,Other,9,4,36
2023-12-15,Ornaments,20,1,20
2023-12-15,Clothing,92,1,92
2023-12-15,Clothing,123,4,492
2023-12-15,Clothing,60,1,60
2023-12-15,Clothing,110,2,220
2023-12-15,Clothing,95,2,190
2023-12-15,Electronics,30,2,60
2023-12-15,Ornaments,55,3,165
2023-12-15,Beauty,25,2,50
2023-12-15,Clothing,60,2,120
2023-12-15,Other,15,1,15
2023-12-15,Clothing,147,1,147
2023-12-15,Clothing,95,2,190
2023-12-15,Beauty,500,4,2000
2023-12-15,Other,34,3,102
2023-12-15,Clothing,95,1,95
2023-12-15,Clothing,135,3,405
2023-12-15,Ornaments,15,1,15
2023-12-15,Clothing,305,1,305
2023-12-15,Clothing,50,1,50
2023-12-15,Clothing,70,2,140
2023-12-15,Ornaments,45,1,45
2023-12-15,Clothing,60,1,60
2023-12-15,Clothing,100,2,200
2023-12-15,Other,4,3,12
2023-12-15,Clothing,97,2,194
2023-12-15,Clothing,60,2,120
2023-12-15,Ornaments,32,2,64
2023-12-15,Clothing,130,1,130
2023-12-15,Ornaments,40,2,80
2023-12-15,Ornaments,60,1,60
2023-12-15,Ornaments,95,1,95
2023-12-15,Ornaments,55,5,275
2023-12-15,Electronics,500,1,500
2023-12-15,Ornaments,90,2,180
2023-12-15,Clothing,97,1,97
2023-12-15,Clothing,92,1,92
2023-12-15,Clothing,92,2,184
2023-12-16,Clothing,92,3,276
2023-12-16,Clothing,165,2,330
2023-12-16,Clothing,70,2,140
2023-12-16,Clothing,135,2,270
2023-12-16,Clothing,113,1,113
2023-12-16,Ornaments,32,1,32
2023-12-16,Ornaments,55,3,165
2023-12-16,Clothing,95,2,190
2023-12-16,Electronics,50,2,100
2023-12-16,Clothing,117,2,234
2023-12-16,Ornaments,50,1,50
2023-12-16,Ornaments,45,1,45
2023-12-16,Ornaments,10,2,20
2023-12-16,Clothing,100,1,100
2023-12-16,Clothing,100,2,200
2023-12-16,Ornaments,60,2,120
2023-12-16,Clothing,145,2,290
2023-12-16,Clothing,92,1,92
2023-12-16,Clothing,100,1,100
2023-12-16,Clothing,92,2,184
2023-12-16,Clothing,105,2,210
2023-12-16,Clothing,95,2,190
2023-12-16,Clothing,135,1,135
2023-12-16,Clothing,65,2,130
2023-12-16,Clothing,95,1,95
2023-12-16,Ornaments,120,5,600
2023-12-16,Ornaments,90,1,90
2023-12-16,Beauty,25,2,50
2023-12-16,Clothing,65,4,260
